"type","text","year_built","beds","baths","baths_full","baths_half","garage","lot_sqft","sqft","stories","lastSoldPrice","soldOn","listPrice","status"
"condos","Attention all the investors and rehabbers this REO condo is waiting for your expertise to remodel/rehab this unit. Needs TLC to make it livable once again. Price to move quickly.",,"2","1","1",,,"3750","800","3",,,"79900","for_sale"
"multi_family","Great investment opportunity! Calling all investors! 2 unit building featuring a 2 bed and 3 bed units. Full unfinished basement with much potential for additional living space. Detached 1 car garage. Property being sold AS-IS, WHERE-IS.","1907","5","2","2",,"1","3750",,,"36000","2011-03-16","129900","for_sale"
"condos","Preferred one bedroom tier with East facing views of Washington Square Park and fountain! This one bed unit features 915 sq feet of living space with ample storage space including a walk-in coat closet, kitchen and living space. The primary bedroom features a large walk in closet and plenty of natural light. Enjoy your spacious balcony, and in unit washer/dryer. the building also features 24-hour door staff, a large workout room, common rooftop balcony, conference room, and party room. This location cannot be beat - Walk to all the Gold Coast has to offer including Unit has been freshly painted and ready for move in!","1998","1","1","1",,,,"915","6","307000","2013-08-15","399000","for_sale"
"single_family","Live your best life in this wide 2-story contemporary gem with quality craftsmanship and charm! Located in historic, sought-after Bronzeville, rests this gorgeous 4 bedroom, 3.5 bathroom jewel waiting to wrap you in style and comfort. Curb appeal captivates the moment you arrive, with a lush front yard and beautiful exterior. Freshly painted, impeccably designed interiors are light, bright and airy, featuring generous rooms, walnut stained hardwood floors, an electric fireplace and high-end fit and finish throughout. The main level is built for entertaining, offering spacious parlor, living and dining rooms, and a large fabulous gourmet kitchen. The cook's quarters are richly appointed with abundant custom shaker cabinetry, sleek quartz countertops, a huge island, and premium stainless steel appliances. The sizable rear deck with custom pergola for grilling, alfresco dining and cocktails. This leads to the private backyard retreat where you can relax and enjoy outdoor gatherings. Level 2 presents 3 bedrooms, unwind in your divine primary bedroom suite with sun filled windows, and custom-outfitted walk-in closet and second closet for your significant other. The enormous primary bath comes equipped with a stand alone tub, walk-in spa shower, double vanity and additionally there is second floor laundry for your convenience. The full finished basement extends the living space with a big family room, additional bedroom, full bath, kitchenette and laundry room. This level also makes a perfect Air BnB, rental for traveling/guest professors from other institutions, as well as an in-law, or private haven for older kids. If location tops your list, you'll have the best of that too, in a coveted community known for its parks, beaches, first-class dining, shopping and culture. You're also close to the University of Chicago campus, express transportation to/from the Loop (CTA buses & Metra trains), Washington Park, and Lake Michigan. What more could you ask for! Schedule your private showing today. MULTIPLE OFFERS RECEIVED, CALLING FOR HIGHEST AND BEST BY THURSDAY 05/09/24 BY 5PM","1893","3","8","3","5",,"2662","3700","2","285000","2005-05-23","575000","for_sale"
"condos","Gorgeous corner unit 3bed/2.5bath with TWO BALCONIES, additional storage and HEATED GARAGE PARKING INCLUDED IN PRICE, located at the sought-after Number Ten Lofts in the heart of West Loop. This home combines the best of loft living with exposed brick and timber beams, a convenient open concept living layout, while not sacrificing privacy as the bedrooms are all FULLY ENCLOSED. The living/dining/kitchen main room features hardwood floors and access to one of the two private balconies with stunning views of downtown Chicago. The kitchen has quality custom cabinetry, stainless steel appliances and breakfast bar open to the dining/living space. The primary bedroom offers a large walk-in closet, private balcony #2 and an en-suite bath with dual vanity sink, tons of storage, soaking tub, and separate shower. The second bedroom features another walk-in closet and en-suite bath with dual vanity. The third bedroom would be perfect for an office or additional flex space needed in the home. Separate powder room and in-unit laundry ROOM with even more storage off the main living space. Full amenity building with 24-hour door staff, gym, party room (with common outdoor space), business center, theater, and yoga room. Ideally located in the West Loop with convenient access to highways, CTA Blue Line, multiple bus lines, and some of the best restaurants, bars, and shopping Chicago has to offer.","2006","3","3","2","1","1",,"1450","6","575000","2022-05-11","625000","for_sale"
"multi_family","This is a 3 Unit building on a large lot. Building is well maintained & spacious. Newer boiler & hot water tank. Ready for you to move in today. Building is sold AS IS. Call to schedule your showing today.",,"7","3","3",,,,,,,,"200000","for_sale"
"condos","Welcome Home to Historic Fairbanks Lofts! Located in the heart of Printer's Row and listed on the National Register of Historic Places, this carefully renovated and impeccably maintained true brick and timber loft w/ oversized windows is the perfect in-town home, investment property or starter home! 11' vaulted ceilings, W/D in unit, walk in shower, double vanity, new flooring throughout and freshly painted! Excellent Printer's Row location close to CTA red, orange, and green lines, expressways and Lakeshore Drive. Walking distance to shopping, restaurants, Lakefront, Grant Park, Millennium Park, Buckingham Fountain, and Museums. No parking associated with the building, but rental options can be found nearby. Bike room available for use and 3x4x6 storage cage in the basement. Investor and pet friendly.","1906","1","1","1",,,,"880","7","250000","2020-10-14","249999","for_sale"
"condos","Welcome to modern urban living at the historic American Furniture Mart in Chicago. This remarkable condo offers a balanced blend of classic charm and contemporary elegance. With 2 bedrooms, 2 full bathrooms, an office/den, and a spacious living room/dining room combo, it's a space that comforts and welcomes you with warm wood tones and travertine tile accents. The kitchen is a chef's dream, featuring built-in Viking appliances, natural stone granite countertops, and sleek cabinetry. Cooking here is a joy, and it's a central hub for entertaining guests. Both bathrooms are a testament to contemporary luxury, showcasing natural stone tile finishes and chic cabinetry. Every day feels like a spa day in these thoughtfully designed spaces. This condo is not just about its beautiful interiors; it offers a lifestyle. Enjoy 24-hour door staff for security and convenience, a fully equipped gym to keep you in shape, a refreshing and soon to be updated swimming pool, and a soothing whirlpool to unwind in. Rental parking is available for both residents and guests. Location-wise, you couldn't ask for more. Situated in the coveted Streeterville neighborhood, you're in close proximity to Northwestern Memorial Hospital, Northwestern University, Whole Foods, top-rated restaurants, the iconic Michigan Avenue shopping district, Ohio Street Beach, and Navy Pier. Your new condo at the historic American Furniture Mart offers contemporary living in a rich historical setting. It's more than a property; it's a lifestyle. Schedule a tour today and make this urban oasis your own. Come see this today! Garage parking spaces are available for lease and sale.","1926","2","2","2",,,,"1540","20","534000","2008-03-18","499900","for_sale"
"condos","Welcome home to this elegant condo in Lincoln Park. This 2 bedroom, 2 bathroom unit at 2638 N. Orchard St. #3F is nestled in a charming brick courtyard building and features an east-facing living room that floods the space with natural light, beautifully highlighting the hardwood floors and distinctive exposed brick in the hallway. The modern kitchen is equipped with granite countertops, stainless steel appliances, and extensive cabinetry, complemented by a cozy eating area. The bedrooms are thoughtfully positioned to provide privacy, and the split layout is ideal for roommates, hosting guests, or a separate home office. Elevated ceilings enhance the airy feel of the home, which is freshly painted and includes an in-unit washer/dryer. Step onto the shared rooftop deck for spectacular views of downtown Chicago-perfect for relaxation or entertaining. Located in the vibrant heart of Lincoln Park, you are just moments away from premier shops, restaurants, and nightlife. Live in style and convenience at 2638 N. Orchard St. #3F, where every detail enhances your lifestyle in one of Chicago's most desirable neighborhoods.",,"2","2","2",,,,,"4","340000","2017-07-03","499900","for_sale"
"condos","Unrestricted view of the Chicago skyline from the balcony of this wide-open condo in a fantastic elevator building. Features an excellent kitchen layout with upgraded appliances, breakfast bar, expansive countertops and lots of cabinetry. Huge primary bedroom has walk-in closet, luxurious bath with separate rain-shower, full body sprays, and double vanity. Plus, enjoy hardwood floors throughout, gas fireplace, surround sound, in-unit washer/dryer, attached heated garage parking, storage and bike room. Awesome proximity to grocery stores, shopping, parks/playgrounds (Chi Che Wang Park, Hamlin Park), Hexe (neighborhood favorite coffee and cocktail patio), Bonci Pizza. Walkable to Lakeview, Lincoln Park and Roscoe Village restaurants, bars and shops. Easy access to 90/94.","2008","2","2","2",,"1",,,"5","417000","2016-09-02","499000","for_sale"
"multi_family","Location, location, location. The area has grown so much in the past few years. Rare parcel to find. Move in, rent or airbnb all will bring you great income. This is a B1-2 zone property. First floor has first floor with two bedroom, office/laundry room (can be third bedroom), one and half bath. Spacious leaving room add master bedroom with direct access to full bath add more desire to own this home . Second floor has two bedroom and two full bath with great leaving and dining space. The home is few mins from down town Chicago, Blue Line few steps away and close access to 94 expressway. Bring your innovative ideas to make this your home. The additional full basement has a full bath and access from Chicago Ave and back yard. With small investment can add additional income for you. Two parking spots and grilling area in the back of the building add more comfort to your life style. The building is tenant occupied so please call listing agent to schedule showing. Act fast won't last long! Sold as is. Rooms sisez are estimate.",,"4","4","3","1",,,,,,,"685000","for_sale"
"condos","Stunning Penthouse Condo in Tri-Taylor Neighborhood of Chicago. This beautiful open floor plan is flooded with natural light and features gorgeous hardwood floors throughout. The living room and dining room boast plenty of space for entertaining along with a gas fireplace for those cozy day and nights. The open concept kitchen features white kitchen cabinets, granite countertops and stainless steel appliances. The primary bedroom is a true retreat with dual walk-in closets, ensuite bath, and a spacious balcony offering Chicago's skyline views. The 2nd bedroom, full bath, and spacious laundry closet complete this truly inviting space. Plus, one indoor garage parking space is included in the price. Located just blocks from the blue line minutes to Rush and nearby Taylor Street shopping and dining.","2003","2","2","2",,"1",,"1350","4","290000","2023-04-28","315000","for_sale"
"condos","Gi-normous! Absolutely stunning jumbo 2000sf condominium (larger than many single family homes) in quaint 3 unit vintage building just 5 blocks from Lake Michigan parks and beaches. This gorgeous, freshly painted, and sunny top floor condo has a wonderful open floor plan, with beautiful gleaming espresso-stained hardwood floors. It is move in ready, boasting a HUGE living room with a gas fireplace and windows flanking both sides, plus recessed lighting. Admire the east facing front sunroom with bayed windows and double French glass doors. This room is ideal for a reading room/library or home office. Beautiful Chef's kitchen with tall cherry cabinets, several with glass doors, granite countertops with plenty of work space for gourmet meal prep. Great big walk-in pantry too! Stainless steel appliances, including side-by-side water in door refrigerator, 5 burner gas range with griddle in the middle. Brand new Bosch dishwasher, with microwave and disposal too. Warm, natural light is provided by two kitchen windows. The formal dining room is open to both the front sunroom and living room too, for hosting both cocktail and dinner parties. Vast king-sized primary bedroom with en-suite private master bath with 6' whirlpool tub, perfect for stretching out and getting some me time. Separate shower and raised double bowl vanity. Two large closets (one being a walk-in) with beautiful organizers. Attached is a bonus sunroom, perfect for a TV room, library/reading room or artist space. The 2nd bedroom is also king-sized, with additional closet organizers, with windows facing north and west. A smaller 3rd bedroom is great as a guest room, additional office space or nursery. Main bathroom has brand new double vanity. The long hallway has plenty of space for an art or photo gallery. In unit washer/dryer with extra slop sink for those messy tasks. Individual hot water tank and HVAC. The unit comes with private, separate GARAGE SPACE! A common deck built over all three garage spaces is perfect for garden parties or barbecuing. Large, secured basement storage unit included. Located 5 blocks from Lake Michigan and 2 blocks from the Howard street CTA hub, with red, purple and yellow lines all stopping there. Walk down to Jarvis Square for al fresco dining at R Public space or play a game of pool at the Jarvis Tavern. Evanston is only a couple of blocks away as well. Welcome to the wonderfully eclectic Rogers Park community! Remember, it's ALWAYS Cooler by the Lake!","1920","3","2","2",,"1",,"2000","3","230000","2019-10-22","394000","for_sale"
"condos","All the work has been done!! Come enjoy this COMPLETELY RENOVATED (2022/23) NW corner unit on the non-Grand Ave side of building. Enjoy unobstructed views of city. Floor to ceiling windows create a magical atmosphere day or night. From the moment you walk thru the generous entry foyer, you will be in awe of the superb designer finishes. Custom designed kitchen cabinets soar to the ceiling to give more storage options. New island with quartz countertops seats 2 people and has ample convenient drawer storage. Artisan glass tile backsplash and 2 decorative shelves above the sink to display your favorite pieces complete the design. All new stainless appliances, with paneled front Bosch dishwasher and Kitchen Aid 5 burner gas range and oven, refrigerator, microwave, disposal, and GE full size washer/dryer combo. Wide plank engineered wood floors throughout living areas. Gorgeous neutral wool carpet in bedrooms (new in 2019). Separate dining area is perfect to entertain. Highly sought after split bedroom layout. Primary bathroom has been completely redone with new porcelain tile floors and walls, quartz counters, lighting, high end Kalista sinks and a custom floating vanity with under lighting. Separate shower features frameless shower door. Creative Mirror extends from counter to ceiling. All new fixtures too. Second bath showcases a custom vanity, gray subway tiled tub area, and a custom linen cabinet. New track and recessed lighting with attractive chandeliers throughout the condo. Giant walk in closet in primary bedroom. The balcony faces north and has sweeping views of the city. Pet friendly. One car parking (space 127 on 5th floor) included in price. Deeded storage locker (5). Amenities include 24 Hour amazing door staff, fitness center and common sundeck/outdoor patio on 6th floor. Deeded storage locker on ground level measures approx 6' deep by 3' wide and 4' tall. Walk to everything River North has to offer. Ogden School district. Brown line only a few blocks away at the Merchandise Mart. Owners invested $140, 000 in redoing this condo. Nothing to do but move in. Rentals not allowed.","2004","2","2","2",,"1",,"1250","27","485000","2016-12-02","525000","for_sale"
"condos","This is your chance to live in your dream home in Wrigleyville. Located literally 15 steps from the Friendly confines, this is the epitome of dream living. This duplex up penthouse units features 3 full bedrooms and 3 full bathrooms, and is absolutely sun drenched during the day. When you walk into this home, you are greeted by hardwood floors, an abundance of windows, beautiful built ins, a wood burning fireplace with a vintage mantle, and a ton of space! On the main floor, you'll have two nicely sized bedrooms, and two full bathrooms, one being an ensuite. The kitchen features two tone cabinets, granite countertops, and an adorable breakfast nook, perfect for those early morning coffees. There is also a formal dining area, with a built in cabinet that is pure elegance. When you walk up the stairs to the primary level, you have your larger than normal bedroom, with walk in closet, and a beautiful ensuite bathroom. There is a private patio, which grants access from the primary and the hallways! There is a bonus space which serves a large storage room, but can be finished as anything you'd like; sauna, office, closet, anything! One unique perk of this building is have your own garage space right in the backyard. Take advantage of this magnificent home as making it your own, use as an impressive investment property, or just enjoy it and watch the cubs during the season!","1900","3","3","3",,"1",,"2300","4","445000","2012-10-18","625000","for_sale"
"condos","A fabulous floorplan with numerous upgrades awaits you in this 2 Bed/2 Bath condo in an ideal lakefront location at 530 Lake Shore Dr. You are warmly greeted upon entry with elegant hardwood flooring, soothing earth tone colors, a custom light fixture nestled in the tray ceiling above, along with two closets for coats and additional storage. The rich hardwood flooring extends into the remodeled kitchen which features raised height counters including exquisite yet durable quartzite countertops, custom cabinets with undermount lighting along with custom pulls, single bowl sink with custom faucet, tiled full height backsplash, and new stainless-steel appliances including an LG refrigerator and Bosch dishwasher. This exceptional kitchen also includes an oversized breakfast bar which seats four comfortably, overhead custom pendant lighting, and opens to the living/dining area, making entertaining simple. The living/dining area features a picturesque fireplace framed by custom built-in shelving on both sides, providing an attractive focal point for the room. Overhead custom track lighting looping throughout adds a finishing touch of warmth. Balcony access with lake and city views is conveniently steps away and is highlighted by the beautiful flower garden creating a calming private oasis in the city. For privacy, bedrooms are conveniently tucked away down the hall, which includes custom overhead lighting. The master bedroom has a north facing view and includes a custom-built large walk-in closet, hardwood flooring, private balcony access, and a luxurious ensuite bath featuring dual vanity, as well as a walk-in jacuzzi tub along with an oversize walk-in shower with custom floor-to-ceiling marble; both accented with beautiful onyx tile. The second bedroom can be configured as a guest room or home office and includes a large custom-built closet, along with hardwood floors and crown molding. The second bath is conveniently located across the hall and features a custom mirror along with full size shower/tub. Upgrades are everywhere you look in this tasteful home, with crown molding and custom overhead lighting throughout. The cherry on top is the large laundry room accommodating a full-size washer/dryer and includes custom cabinets for additional storage with custom pulls. This is an ideal Streeterville location with amenities galore including a 24hr doorman, beautiful rooftop deck with firepits, grills and expansive seating, a fitness room, well-appointed party room, conference room, business center with access to private offices, dry cleaners, and on-site management. Just steps to fantastic restaurants, shopping, and all the wonderful attractions that Streeterville has to offer. Guests also have access to free parking! Don't miss it! Low floor prime tandem parking available.","2005","2","2","2",,"1",,"1324","30","555000","2016-03-31","499900","for_sale"
"condos","Be the first one to live in this brand new, gut rehabbed 2bed condo. Large corner unit with all-around windows and tons of natural light. Enjoy the beautiful sunsets and partial views of Lake Michigan. Finishes inside are to the highest standards. Contemporary 2-toned, soft-close kitchen cabinets with under cabinet LED lighting. Trendy black quartz counter-top. Extra large bar area with slide in stove, hood, waterfall, USB outlets, wine cooler, as well as a wireless phone charging station. SS appliances (all) including dishwasher. The living room features a cozy built-in fireplace to accompany your glass of wine during cold Chicagoan winter days. Modern LED lighting throughout the entire unit, including ceiling lighting in both bedrooms and living room. Plenty of closet space, including designer organizers (with interior sensor lighting) in both bedrooms. Bathroom features a walk-in shower with black hexagon floor tiles to match the remaining black finishes, as well as a smart LED sensor mirror which can also play your favorite music to make your shower even more relaxing and enjoyable as well as receive any incoming phone calls. Building is walking distance from beaches, shopping, parks, fine restaurants, and public transportation. Bus stop conveniently located right outside of the building. Unit is vacant - easy to show. Parking garage (west side, accessible from Irving Park) allows for 30mins FREE parking. Monthly assessments include EVERYTHING, including cable and electricity. This is a well run building and has a convenience store, rooftop with sun deck, exercise room, and 24 HR super friendly and welcoming door staff. Both maintenance and management are on site. Taxes do not include ANY exemptions! Low assessments and taxes for a 2bed unit. Unit is vacant - easy to show. Must see!","1957","2","1","1",,"1",,,"23","140000","2024-01-18","299900","for_sale"
"condos","Lake and Skyline Views in Park Tower! Live in the center of it all in this 1 bed, 1 bath condo in Park Tower in Edgewater Beach. Located on the 51st floor, this north-facing unit offers lake and skyline views plus fresh paint and rare in-unit laundry. A wall of windows draws you in to the open concept living area and fills the space with natural light. You're never far from the views even in the updated kitchen complete with stainless appliances and a custom tile backsplash. Wake up to lake views in the bedroom complete with two closets, one is a walk-in, and brand new plush carpet. A fully updated bathroom featuring ceramic tile flooring and tub surround plus a new vanity adds to the luxuries of this unit. Residents enjoy excellent amenities including indoor/outdoor pools, a fitness center, racquetball courts, rooftop garden, grocery store, dry cleaners and clubhouse. Great location close to beaches, Andersonville, the Redline, Jewel, Mariano's and the Saddle and Cycle Club.","1972","1","1","1",,"1",,,"54","158000","2017-06-01","199900","for_sale"
"condos","Absolutely beautiful one bedroom, 1 1/2 bath, 1000 square foot condo with southern exposure overlooking Millenium Park and views of Lake Michigan from the 26th floor of the Buckingham Residences. Garage parking and storage included in price. Currently tenant occupied through September and open to vacating sooner. Adjacent corner unit #2601 also available for sale at $740k, with same lease term end of September 2024.","1981","1","2","1","1","1",,"1000","45",,,"450000","for_sale"
"condos","Welcome to luxury living at its finest in this high-floor residence boasting breathtaking southeast views. This spacious 2-bedroom, 2-bathroom condo with over 1400 sq ft offers an unparalleled living experience in the heart of the city. Upon entry, you're greeted by a generously sized corner living and dining space, ideal for entertaining guests or enjoying quiet evenings at home. The open white kitchen adds a modern touch and is perfect for culinary enthusiasts, featuring new appliances and large island for meal preparation.  Wake up to stunning sunrise views from the primary bedroom, complete with an en-suite bathroom for added convenience and privacy. The second bedroom offers flexibility for guests, a home office, or a personal sanctuary  Situated in a full-amenity building, residents enjoy access to a range of upscale facilities and services, including a fitness center, 24-hour door staff, Entertainment Suite and beautiful sundeck with grilling stations.    Don't miss this opportunity to experience luxury living in one of the city's most coveted locations. Schedule your showing today and elevate your lifestyle at 512 N McClurg Ct.","2002","2","2","2",,"1",,"1401","58","443000","2002-07-25","579000","for_sale"
"condos","Experience refined elegance in this exceptional 2-bedroom, 2-bathroom professionally designed luxury condo with over 1550 square feet, situated on the prestigious Astor Street in Chicago's coveted Gold Coast neighborhood, with city and lake views along with one attached garage parking space included. Upon entering, be greeted by a custom porcelain-tiled foyer that seamlessly transitions into a grand living room featuring dramatic floor-to-ceiling windows allowing an abundance of natural light, and a dining area that showcases unparalleled views of Lake Michigan and the vibrant cityscape. Grill dinner or sip coffee in the morning while watching boats outside on the private 23-foot terrace that opens to the living room. Modern kitchen is a chef's delight, equipped with 42 custom cabinetry, high-end stainless steel appliances, a wine refrigerator, and an expansive quartz countertop with a mosaic tile glass backsplash. Ample pantry closets and storage space make it perfect for both entertaining and intimate evenings at home. The primary suite is a true sanctuary, offering majestic city views through automated-controlled shades on floor-to-ceiling windows, alongside chic black parquet wood flooring. Indulge in the luxury of the spa-like en-suite bathroom, which includes a large double vanity, white quartz counters, porcelain flooring, and a spacious walk-in shower. A one-of-a-kind impeccably designed 12' x 5' custom walk-in closet further enhances this private retreat. The generously sized second bedroom offers flexibility as an office or additional living space and includes two closets. An adjacent second full bathroom features a single vanity and a soaking tub with shower, providing convenience and style. Additional features include Hardwood floors, custom lighting and closets throughout, in-unit laundry with a full-size front loading stacked washer and dryer, and a storage unit. Building amenities include a newly renovated rooftop deck, fitness center, business center, and 24-hour door staff. This home is ideally located just a short distance from the lakefront, Oak Street Beach, and the endless attractions of the Magnificent Mile. Experience the pinnacle of Chicago city living in this beautifully appointed residence.","1972","2","2","2",,"1",,"1550","20","561000","2023-02-02","550000","for_sale"
"condos","Beautifully updated two bedroom, two bath home in the sought after West Loop neighborhood! This corner unit has a highly desirable split bedroom floorplan which has been meticulously maintained by the owners and features many upgrades including refinished hardwood floors, custom window shades, LED lighting and closet organizers throughout. The spacious open layout is perfect for entertaining and the floor to ceiling windows allow for an abundance of natural light. Modern kitchen has been renovated with white cabinets, quartz countertops and stainless steel appliances. Situated in an urban loft-inspired building, this unit has two fully enclosed bedrooms, concrete ceilings and updated bathrooms complete with newer vanities, mirrors and lighting fixtures. Additional highlights include a balcony offering east-facing views, central air/heat, an in-unit washer/dryer and garage parking included in the price. Within walking distance to the Blue Line, Union Station, H-Mart, Marianos, Whole Foods, Greek-town, Old St. Pats, Mary Bartelme park and all the amazing restaurants along Madison, Randolph & Fulton Streets. This vibrant location is unbeatable and conveniently located to everything the West Loop has to offer. Incredible value for the price!","2001","2","2","2",,"1",,"1200","16","285000","2014-05-02","350000","for_sale"
"condos","Welcome to your modern 1 bedroom, 1 bathroom condo in a great location across from Lake Michigan between Montrose and Foster Beach. Conveniently located on the ground floor of a corner unit. This sleek condo offers comfort and convenience, featuring newer stainless-steel appliances, granite countertops in the kitchen, open layout, fresh paint, and unique barn style closet doors in the master bedroom. The bathroom has been designed to have a relaxing retreat, giving you a sense of a clean and sophisticated look. New glass doors installed. Enjoy the luxury of 2 rooftop decks offering 360 panoramic views of the lake and city, ideal for entertaining or relaxing. The location is unbeatable with plenty of public transportation options-the 136, 146, and 148 buses stop right in front of the building, along with the Argyle red line. You'll love the convenience of being within walking distance from restaurants, stores, historical music venues, the Margate Field House, dog parks, lakefront bike path, voting access, etc. This condo also comes with a GARAGE SPACE INCLUDED. The building offers a wealth of amenities including 24-hour front desk staff, package receiving, dedicated storage, fitness center, laundry facilities, business center, bike storage, a new game room, community center, and much more! Don't miss out on this opportunity to live in a vibrant community with so much to offer. Plus, the unit can be rented, making it a great investment opportunity. If you don't have a car, you can rent out the car parking space for additional income. Building is also FHA approved!","1953","1","1","1",,"1",,"700","15","84000","2015-09-09","155000","for_sale"
"condos","Welcome to your waterfront oasis at 155 North Harbor Dr. #211 in the heart of Chicago! Nestled along the picturesque shoreline, this pristine residence boasts an enviable east-facing water view, offering breathtaking vistas of the shimmering waters beyond. This exclusive offering marks the first time this immaculate property has graced the market, proudly maintained by its original owner. Meticulously cared for, this 2 bedroom, 2 bathroom condo exudes a sense of timeless elegance and tranquility. Freshly painted by the owner, the unit gleams with a renewed sense of vibrancy, inviting you to make it your own. Whether you're unwinding in the spacious living area, hosting gatherings in the sleek kitchen, or retiring to one of the serene bedrooms, every corner of this residence speaks of a sense of effortless sophistication. Indulge in the unparalleled convenience of urban living with an array of amenities at your doorstep, including access to premier dining, shopping, and entertainment destinations. Elevate your lifestyle and seize this rare opportunity to experience waterfront living at its finest. Don't miss your chance to call 155 North Harbor Dr. unit 211 your new home sweet home. Contact us today to schedule a viewing and embark on your next chapter in luxury living. Parking available for rent.","1974","2","2","2",,"1",,"1465","54",,,"399900","for_sale"
"condos","come enjoy city living at its finest 2 bedrooms and 2 full baths with den in high amenity building, beautiful hardwood flooring, and natural sunlight pours in through the floor to ceiling window, stunning city and lake view throughout, open floor plan, and balcony with spectacular views of the lake, wonderful lake and museum campus views, building is professionally managed and includes many amenities and doorman, washer and dryer installed in unit, the den is ideal for an office, library, dining, or sitting room, storage cage is included , building is well managed with amenities that include 24 hour door staff, fitness center, Party room and pool, indoor heated parking space (Gu- 50) offer at $30, 000 extra, property just move in condition.","2006","2","2","2",,"1",,"1205","23","413000","2016-09-23","399900","for_sale"
"condos","Welcome to your dream condo in the heart of Chicago's University Village! This charming one-bedroom, one-bath loft-style condo offers an incredible panoramic view of the iconic Chicago skyline that will leave you breathless. Step into a modern and spacious living area with an open-concept design, allowing natural light to flood every corner of the space. The loft-style layout adds a touch of urban sophistication, creating an ambiance that is both chic and comfortable. One of the standout features of this condo is the private, covered 177 sq. ft. deck, where you can enjoy your morning coffee or unwind after a long day while taking in the breathtaking cityscape. With renowned educational institutions and universities nearby.You'll appreciate the convenience of in-unit laundry, making chores a breeze and maximizing your time for the things that matter most. Additionally, an indoor heated parking space ensures your vehicle is protected from the elements all year round. University Village offers an array of amenities, from trendy restaurants and cafes to boutique shops. a. Explore nearby parks and green spaces, perfect for outdoor activities or leisurely strolls. With easy access to public transportation and major highways, the entire city of Chicago is at your fingertips. Don't miss this opportunity to own a condo that combines urban living with modern comfort. Experience the magic of the Chicago skyline from the comfort of your own home.","2003","1","1","1",,"1",,"854","9",,,"275000","for_sale"
"condos","Full Amenity building with the beach at your back door! 29th floor unit has stupendous views of the water and sky which will wow you every single day! Like being on vacation all year long! Absolutely gorgeous, super bright, Studio/Junior 1 bedroom! Although technically a studio, the main room is plenty large enough to create a bedroom or office space (or both) with still having a roomy living room. Nice clean, bright kitchen with white cabinets and appliances, bonus pantry to store all of the extras. Open breakfast bar allows the view to beam into the kitchen and you can add a couple of bar stools. Freshly painted and ready for move in. Whether this be your first home, an in-town residence, a pied d terre, or an investment condo, you cannot go wrong in the Edgewater location, the express bus stops outside your front door, with the easy access to LSD, or just a few blocks to the new Bryn Mawr Redline. Remember, It's ALWAYS Cooler by the LAKE!","1974","0","1","1",,"1",,"600","39","140000","2007-07-31","144000","for_sale"
"single_family","Raised Ranch Home, Great Garfield Location!! Features 3 Good size Bedrooms on the main floor. Hardwood Floor under the carpet. Finished basement with family Room Full bathroom and one extra bedroom. oversize lot 38x125 With side drive and Two cars Garage. Beautiful back yard with space for a patio set. All mechanicals are in good condition. The Home is been sold Sold (As Is Condition) Conventional or FHA Financing acceptable. Easy to show at anytime, Make your appointment Now. Please turn all lights of and lock the doors, Nock before you enter, call the office if running late. Pre-approved Buyers to be accompany with their Agent.","1957","3","2","2",,"2","4750","1336","1","135000","1998-01-29","349900","for_sale"
"single_family","Fantastic opportunity to own this unique custom built 3 bed/2 bath brick split level on an oversized corner lot in the City of Chicago! This home has been lived in and loved by the original family of owners and it shows! Enter the front door to original slate tiles in the entryway. The built-in shelving units are just the right height to add some separation from the living room which showcases hardwood floors, original cove molding and floor-to-ceiling windows for tons of natural light. From there enter the chef's kitchen with recently updated SS appliances including a double oven; solid wood cabinets, 6 ft island and dining space looking out thru the French patio doors onto the 9x22 foot covered cement patio perfect for any evening - rain or shine! Go upstairs to the 3 large bedrooms with pegged hardwood floors and plenty of closet space. Now peek into the beautiful updated main bathroom with a built-in laundry chute - no need to walk down the stairs! The lower level boasts a large room with updated flooring that can be used as related living or family room. Take a look at the laundry room that should not be discounted as a work space with shiplap walls and plenty of extra storage. This home has plenty of curb appeal which starts with lush trees, bushes and flowers in the front yard and an attached 2.5 car garage. Don't miss the oversized backyard with additional cement patio and large grassy area. This home has been well-maintained by the original owners and now includes the following upgrades/updates: HVAC (2 years); new SS appliances in kitchen (2024); newer roof; and, newer flooring in lower level (2 years). Close to shopping, public transportation, parks and schools. This home is a show stopper!","1961","3","2","2",,"2","7144","1459",,,,"375000","for_sale"
